"","Comment","AuthorDisplayName","AuthorProfileImageUrl","AuthorChannelUrl","AuthorChannelID","ReplyCount","LikeCount","PublishedAt","UpdatedAt","CommentID","ParentID","VideoID"
"1","We're so honored that the first ever YouTube video was filmed here!","@SanDiegoZoo","https://yt3.ggpht.com/gzFx_VmfNpauRMFweJaYL0sp9nHue-IdJdkHkrM-ba6P2RQz6xiF27YUvPFZg4-YXl6UzXBj=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@SanDiegoZoo","UCC5NfQ6Mf0dq_eEwv4P_hWA","750","3883982","2020-02-17T18:58:15Z","2020-02-17T18:58:15Z","UgzuC3zzpRZkjc5Qzsd4AaABAg",NA,"jNQXAC9IVRw"
"2","Oo Bhai YouTube first' video","@mtmizanff","https://yt3.ggpht.com/XOVdl9YXyucBFgnvfXzpmG_zPB84DRnJ4-Pw7XULX4j47HdmJryxDdUjdQwO96JyLQ51Idw5=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@mtmizanff","UC-79BqIrJcLeVQxEb06wZhw","0","0","2024-08-04T11:20:49Z","2024-08-04T11:20:49Z","UgzX4PpClWnYN8Ftc4h4AaABAg",NA,"jNQXAC9IVRw"
"3","Меня ещё не было в те года","@Bogdan24095","https://yt3.ggpht.com/f01-Cf3y0CjlPDg-IvyP52Vnv7jUvRfjKx16ZmzonD3ZWD4vDZbbqG0FGLrXS1VrdaV3w1iXTzk=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Bogdan24095","UCu0Rh1cxekAlzb3G9w5V3sg","0","0","2024-08-04T11:13:23Z","2024-08-04T11:13:23Z","Ugz6Bhu53EOV4uV8ZmF4AaABAg",NA,"jNQXAC9IVRw"
"4","Знаете как некоторые пишут типо:

10сек назад?

Так вот..

Двадцать лет назад.","@wert2no","https://yt3.ggpht.com/UFNxRz5vSvVCcHwsveLQ0LchFm8Vh20_qSytena2ciGxshdFuJssRkp_PeYcxyUPmH-sznQ7=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@wert2no","UCNtWwvBI495bDozSlQZ4nQg","0","0","2024-08-04T11:11:59Z","2024-08-04T11:11:59Z","UgxJraYcznT_-PFQLKR4AaABAg",NA,"jNQXAC9IVRw"
"5","☠ 
People from 2024 watching it after 19 years ☠","@TayeebaPlayz","https://yt3.ggpht.com/7S3o8kIpx2KxSo56AwNQ4z3FwLboRVgjkIBIn0XSPuukmUZXzx43bhGvYODEJVCrBYbr-Nfp-xw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@TayeebaPlayz","UCtIBjtuDjr7SWGbd_nAyM4Q","0","0","2024-08-04T11:08:10Z","2024-08-04T11:08:10Z","UgzBZH2QS9Gcvjr3Z154AaABAg",NA,"jNQXAC9IVRw"
"6","видео свежее чем мой хлеб","@_llolek228_8","https://yt3.ggpht.com/_-HAyPeuIQM_9KNcwtNVscwzHGo_LT5zMy3wE2PBkFWhCcUNx-BJ1_imHk28sv4n_c4yLhMVOA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@_llolek228_8","UC94wWjy7WuQgIS-j9OLs_NA","1","0","2024-08-04T11:06:13Z","2024-08-04T11:06:13Z","Ugxgun8gsqgFMBL-5D94AaABAg",NA,"jNQXAC9IVRw"
"7","Guys, the pinned comment (@SanDiegoZoo) is the one with the most likes not Seth Everman's lol I didn't know until today","@Marinette577Alya","https://yt3.ggpht.com/O8OlSI6YDMNzQE5RKQ-ramS_D2pFtJ9cvmjPW68ME1-PbyjLNzYtybTHqtS598jaICO7NHor=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Marinette577Alya","UCi7EtvYlJAzXXo5rVUU-Jkw","0","1","2024-08-04T11:05:28Z","2024-08-04T11:05:28Z","UgyZqhL5pM_TPP7yyH54AaABAg",NA,"jNQXAC9IVRw"
"8","OMG HOW THOSE HE GET 16M LIKES 4.84M SUBS AND 329M VIEWS AND 19 YEARS AGO 19S BRO im proud of him🙂","@mark-tz4cl","https://yt3.ggpht.com/ytc/AIdro_m1EEJmb4AB8E_nD2eq-iMSjmxR3lNZovQx_YA7vAqDi3v7-00Cbm8bWsbU_5uzAC5PLA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@mark-tz4cl","UCO7V7axNAB_E4_E7VltqQYQ","0","0","2024-08-04T11:05:26Z","2024-08-04T11:05:26Z","UgyAfRK_4-KCWSFyzfd4AaABAg",NA,"jNQXAC9IVRw"
"9","മലയാളം ❤","@sitharamonu743","https://yt3.ggpht.com/HtBJoFaL7dl3qtYKdvCXYIZ57jMPYEccNgtYpTq4UUowJjDyjsM_nyTMX0O3qRJ5SwAs5RQGWqM=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@sitharamonu743","UCX6c77B-Kr1QofLIKZw_riA","0","0","2024-08-04T11:03:14Z","2024-08-04T11:03:14Z","UgxpmsKvnpEbNSnKK954AaABAg",NA,"jNQXAC9IVRw"
"10","I hope the time will come after 10 years when I have at least 1M subscribers on my channel, and the same for people like me who are just starting out on YOUTUBE and those who are going to do it. I will come back to my comment here after 10 years I believe ☺️☺️","@tign4nmotv700","https://yt3.ggpht.com/7AhIkaZH6xzsD6VyJh6_SMivByEUl-FGxYhWcYKUI10h1EKK-TwYjPkPl8T8s38MP88-C2AT=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@tign4nmotv700","UCGgsJz1OktpFeklb-pZzcEw","0","0","2024-08-04T10:59:13Z","2024-08-04T10:59:13Z","UgwjXu3p-kzINe7myp94AaABAg",NA,"jNQXAC9IVRw"
"11","😭","@snehapradhan5591","https://yt3.ggpht.com/ytc/AIdro_kISLZfjP7p-7FL9nyL95xzZ9MFMrmnH_eYWNLzaHU=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@snehapradhan5591","UCeiHdxE9hTPoKvKvjwZYugA","0","0","2024-08-04T10:58:23Z","2024-08-04T10:58:23Z","UgwrGmM7vhUkv-qSAs54AaABAg",NA,"jNQXAC9IVRw"
"12","This video is older than me lol","@ReviloXD","https://yt3.ggpht.com/qWSJ8oT9RWLJJDNP9VU9gddbC0iAwUOecEwEmlSiSPk3ddI6CFvYmHr_2juYVDncgA7ulFRp8w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ReviloXD","UCnNdFgwMXZMkFkKkAvVZU9Q","0","1","2024-08-04T10:44:46Z","2024-08-04T10:44:46Z","Ugw7rCvWpj9a6dey5P54AaABAg",NA,"jNQXAC9IVRw"
"13","Bro upload new video we want to see you now. How you are","@Suhaib_bhat98","https://yt3.ggpht.com/Fl4ymNls8M-elH5wqL-enVPzwMsE5nbk52ZuGgCGUeCX3CdgcTCecIdC4_0QeVIE1tPrKQX59Ck=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Suhaib_bhat98","UCAIl5n10WNbKcgyFc78_Glg","0","3","2024-08-04T10:41:45Z","2024-08-04T10:41:45Z","Ugw8Ifo93TFWxKT5Fhh4AaABAg",NA,"jNQXAC9IVRw"
"14","by 2025 it will celebrate its 20th aniversery","@AshtonPosch","https://yt3.ggpht.com/2Kp7gTLGii3Nuu7_ZbZBaoCrF6zI6dTnNgnsgJqyq6iylUCoJOfpRw8Xvyu_EKa9R3-geCcl=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@AshtonPosch","UCT_in6BNVe3ji5KGbBIztTQ","0","2","2024-08-04T10:37:57Z","2024-08-04T10:37:57Z","UgzQqWh7tmbLqu0FBTp4AaABAg",NA,"jNQXAC9IVRw"
"15","Это первое видео на ютуб","@Tik-tok-j5j","https://yt3.ggpht.com/CpGC8K21fIRNXGHBLeL9Ism6o3zX8OInCfqqYeJS3fbMdoF8uAGplZ5nDdfMpmvqxNSIKOWe6w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Tik-tok-j5j","UCv_n-aIB8Z64m_HkF3vDnxg","0","1","2024-08-04T10:36:48Z","2024-08-04T10:36:48Z","UgzA5t7Ow29BdMJlG-d4AaABAg",NA,"jNQXAC9IVRw"
"16","At that time i wasn’t even born💀💀💀💀💀💀💀💀💀💀💀💀💀💀","@mohabazeem8320","https://yt3.ggpht.com/GJebuhsgSDfwJYwyDQbXhmzC-MWCXewlFzvHzmq__VT22zyykvEDKPKhz-rRi6wv6PgAOZe3VS8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@mohabazeem8320","UCHth9JwQ4mZYjHhoJZDmteQ","0","1","2024-08-04T10:36:01Z","2024-08-04T10:36:01Z","UgwHYm95RSwrwo_0UON4AaABAg",NA,"jNQXAC9IVRw"
"17","Hello","@QuranicMoments-2","https://yt3.ggpht.com/B7hG_1HlIYezhMab01kew_obQ-mMoYCBC4ukibK72kcsiRs9iI4FxYWpQS755wcYEIAc5L0Wzw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@QuranicMoments-2","UCgMPwc_wnaqUmVzOSSHntKA","0","1","2024-08-04T10:35:18Z","2024-08-04T10:35:18Z","UgxiO8blCTnFQA7C0eF4AaABAg",NA,"jNQXAC9IVRw"
"18","This is the most popular youtube video in the world guys","@Zoldycks7656","https://yt3.ggpht.com/FxOfcuiIVhbumHwkVdfB7wvfq_WLY8dRyV3QPL8p-7Q8jNxokHgFCE8UHe1jRXryjYf8IS8GrYs=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Zoldycks7656","UCjvd1LeWb4qmRUy8rLyD-PA","0","1","2024-08-04T10:34:59Z","2024-08-04T10:34:59Z","UgyB6r_D1oG6YPCscPV4AaABAg",NA,"jNQXAC9IVRw"
"19","😮😮","@QuranicMoments-2","https://yt3.ggpht.com/B7hG_1HlIYezhMab01kew_obQ-mMoYCBC4ukibK72kcsiRs9iI4FxYWpQS755wcYEIAc5L0Wzw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@QuranicMoments-2","UCgMPwc_wnaqUmVzOSSHntKA","0","1","2024-08-04T10:34:47Z","2024-08-04T10:34:47Z","Ugz1s1MI6faS4g61jRF4AaABAg",NA,"jNQXAC9IVRw"
"20","Who is here because Beluga","@Volume_up56","https://yt3.ggpht.com/wUTeOwakXmMIH3h04R4WhdiDGqk9lX3seC-mJsMnYyyjkFd2_C0huj4APoXHmTkJ4AQky-me=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Volume_up56","UCPruQ6DN7Z0kctZiAoNe9cQ","0","1","2024-08-04T10:31:05Z","2024-08-04T10:31:05Z","UgxSQskap4Ns1dqZScB4AaABAg",NA,"jNQXAC9IVRw"
"21","Dayam mirza","@user-vp2gi5us4f","https://yt3.ggpht.com/jt3bpgsXRG1hVYcvHAz21uGkUbWiReJXqZd_26f8JuccqtpUGH-I03GKQPYqYC8eC89xZBqt=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-vp2gi5us4f","UCmLlXO2kp2J27Wswn9sFOkw","0","2","2024-08-04T10:20:21Z","2024-08-04T10:20:21Z","Ugzh18NZRjMMgag1BXN4AaABAg",NA,"jNQXAC9IVRw"
"22","Welcome to 2024","@Qwerty-gq4rd","https://yt3.ggpht.com/ytc/AIdro_lxuIYvttEAiwEWdJkn7EJmUMMgQoQE3kHUr2OItXNyxoG3mKO0XUU9QkRt0vO0klqbGg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Qwerty-gq4rd","UChaUF3s3HekdGxYpW6LiklQ","0","2","2024-08-04T10:19:25Z","2024-08-04T10:19:25Z","UgzXsthO-CvvYjEJ9xp4AaABAg",NA,"jNQXAC9IVRw"
"23","Кто из 2024","@Piroshok154","https://yt3.ggpht.com/tiwucPui9o1A0s7PyLxLoxKlPlwD8ULgKrZ0SMcpOl6JbEVvTOtUgFuabsj_MeMoh37mbsn5Rw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Piroshok154","UCN-nY_0bPIotM2qCfTAYNXg","1","2","2024-08-04T10:15:58Z","2024-08-04T10:15:58Z","UgyppImZnTt3sWRyyR54AaABAg",NA,"jNQXAC9IVRw"
"24","Who is watching this video in 2024","@Best_Commentery","https://yt3.ggpht.com/Qg_JobLOCqHPPlOhWoBUzWCd6U30aoyw29TFhj1UmWnwiOt4xEnJoinkp4f2IKZbcWA70-QfTaY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Best_Commentery","UCNovyOszpv2TYEe0uKZ8vWA","0","1","2024-08-04T10:14:37Z","2024-08-04T10:14:37Z","UgyDQ3uDIioY7YM30Ih4AaABAg",NA,"jNQXAC9IVRw"
"25","World's oldest and first youtube video 😮","@Best_Commentery","https://yt3.ggpht.com/Qg_JobLOCqHPPlOhWoBUzWCd6U30aoyw29TFhj1UmWnwiOt4xEnJoinkp4f2IKZbcWA70-QfTaY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Best_Commentery","UCNovyOszpv2TYEe0uKZ8vWA","0","1","2024-08-04T10:14:08Z","2024-08-04T10:14:08Z","UgxvuREyQ9__6O-y_Bl4AaABAg",NA,"jNQXAC9IVRw"
"26","Anyone here in August 2024??? Or is it only me who got recommended after 19 years?","@SomeoneUnknown8108","https://yt3.ggpht.com/mHqqZ65BoWNGSWdyCYljhXOM7u4H0Ws8MyJi5luao9yUfFfvcCBNSIFv-BOsAd1uDXFQW4NwaQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@SomeoneUnknown8108","UCPRvGFXrRENZx5PJMIcv_xg","0","2","2024-08-04T10:09:35Z","2024-08-04T10:09:35Z","UgyQdLNRwXQApIYYtF94AaABAg",NA,"jNQXAC9IVRw"
"27","सावन के महीने maii कोन कोन देख rhaa है 2024 August 4 ~~🦩⛈️🎧","@ashishmakwana6979","https://yt3.ggpht.com/ytc/AIdro_kcyibf-XD5OQODAtdmZo1Jd9F38xMFrK1ELnr_C5o=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ashishmakwana6979","UCilhpDYqyAzCn3DP7CWXMWQ","0","2","2024-08-04T10:09:27Z","2024-08-04T10:09:27Z","UgxPZIESAKsqYDHTKS14AaABAg",NA,"jNQXAC9IVRw"
"28","this was in my recomended","@DavidoroBS","https://yt3.ggpht.com/0x1QX7C5rBkEWi9b1xLfZrZuHEwP5ygqF9ArgJH9FOkokXmXdKwsOL39kRpWEtOJyH8ZkVLw0aI=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DavidoroBS","UCS_V6U7wAMsk2oixSj3ZITA","0","1","2024-08-04T10:09:24Z","2024-08-04T10:09:24Z","UgwXDOa9oLoStqCN3kV4AaABAg",NA,"jNQXAC9IVRw"
"29","2024","@Jettyminer","https://yt3.ggpht.com/H0QAVuuiJG3zxu-soAEss30V0i16WkH-TC1kyhnnQ4vYjqI9rcRYcgorgkFdaMuUWrvZgF_Z=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Jettyminer","UCnTrkEPOMNPHzxCRbTo8ORw","0","2","2024-08-04T10:06:27Z","2024-08-04T10:06:27Z","UgxrDVRYl_ZQgkxeGRp4AaABAg",NA,"jNQXAC9IVRw"
"30","راځى com on","@aboyamansapy9697","https://yt3.ggpht.com/9_c8384m_T2XVM0OZ_xBVyWR3_iWEW9gTSts7BGbDA-vL5mA-B2uwOZKjQc8LBTwC39bphfhRA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@aboyamansapy9697","UCOZPSCFkFpoRbHBvd5xuxQA","0","0","2024-08-04T09:57:54Z","2024-08-04T09:57:54Z","Ugzjj6dNx_V2Lbp8U0t4AaABAg",NA,"jNQXAC9IVRw"
"31","19 year ago how ??? Someone pls answer me","@farmanahmad5296","https://yt3.ggpht.com/ytc/AIdro_nGHONAxaH0hia7MXxyXyVLFuojLFVw5V_NHcztoE1vAcY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@farmanahmad5296","UCerjhVz3NfQhHrbMRLzYw6w","1","3","2024-08-04T09:51:16Z","2024-08-04T09:51:16Z","UgzEYFGpi7NS9UjOE0x4AaABAg",NA,"jNQXAC9IVRw"
"32","2023_Moye Moye✓
2024_kayein Kayein✓
😂😂😂😂","@mdshuaibofficial","https://yt3.ggpht.com/9zGjTGIoBYzJZejxQ9Ee269IcO84t_2CBQ3bNdEliaEDUiXCSH3u4n-UzrFNHIun5-D2RRyr=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@mdshuaibofficial","UCBd3KO45qTkKr31HXifjnXA","0","1","2024-08-04T09:48:47Z","2024-08-04T09:48:47Z","UgzdchE8LX0KXWqHe3R4AaABAg",NA,"jNQXAC9IVRw"
"33","Where are you now???","@user-ul2rs3lw6k","https://yt3.ggpht.com/ytc/AIdro_l-4bsb3g6FCWtugNiIlAcdT7aSkQMpygZ7rlunTFAO-GLtvDFLSaQGq4RYBW2RfrH8tg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-ul2rs3lw6k","UCcLC__1d9o_hWqzZTzVGfdg","0","1","2024-08-04T09:48:45Z","2024-08-04T09:48:45Z","UgyDcDVRL1uGsa3phY54AaABAg",NA,"jNQXAC9IVRw"
"34","I was only seventeen days old when this came out. Wild.","@EmmaRosesConcertClips","https://yt3.ggpht.com/td1gZuNFMviFmAanhaBrdPveYZKRMnypd0wd_TRBxvqQy1mHrYF2LZ-vMbh7QE4z4snHGd9Hmw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@EmmaRosesConcertClips","UC6XmjHj-OfxHWo2bBfaqgVA","1","1","2024-08-04T09:45:05Z","2024-08-04T09:45:05Z","Ugz43Zwa-ha2SZeUwB14AaABAg",NA,"jNQXAC9IVRw"
"35","😶‍🌫️","@Modokff","https://yt3.ggpht.com/Uy9lCrr54OEAMUgVKHgJ-hJFXlCy8HOb4CbvT2waDosGOisKHhZ1G-W43bHD3gZik72Jc9r_Cg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Modokff","UC-JrzmKTEzJ_yUnsS1cXPvg","0","2","2024-08-04T09:44:38Z","2024-08-04T09:44:38Z","Ugw7wkRKZUCjYBQe9DJ4AaABAg",NA,"jNQXAC9IVRw"
"36","Who watch in 2024","@ICEGAMING0786","https://yt3.ggpht.com/wdFz97-4MVj-oOXEaYHbJJGqFcE5H3BvTYp0VRwDVZFHoBCAEC4JZVYi1lThnb428gnRmusO=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ICEGAMING0786","UC5GUtniTa-ZGIVp_x8AHWeA","0","7","2024-08-04T09:36:11Z","2024-08-04T09:36:11Z","Ugw3UWGSOGHsINrykOd4AaABAg",NA,"jNQXAC9IVRw"
"37","We need a remake on the 20 year anniversary of this video","@xd_cyrus8350","https://yt3.ggpht.com/XyKhnMlFAK-bEpZywMMB_GOAF_oN5QHv8YMdtDup5-NGiZxsRI_9TbkRxSdq-RldSFR9cBuPaw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@xd_cyrus8350","UCo0ksCiY5RneFxUi8e-U7AQ","0","2","2024-08-04T09:35:32Z","2024-08-04T09:35:32Z","UgyApHdcehKtambPtSp4AaABAg",NA,"jNQXAC9IVRw"
"38","Make Sense That Mr beast Runied youtube","@kennylee8828","https://yt3.ggpht.com/ytc/AIdro_lfxBD4oeORf4QCam4EABEToj_eDcbowkdJwxBhbf0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@kennylee8828","UC_SA5q6eC-tFbwD3hn654Zg","0","2","2024-08-04T09:30:46Z","2024-08-04T09:30:46Z","UgzBmRlSz0WXniuA-KZ4AaABAg",NA,"jNQXAC9IVRw"
"39","Who are see this video from 2024👍","@MatchCornerUpdate","https://yt3.ggpht.com/GDYtV8KgSzdX284oCJgpMhkRaRc74Cykc8mhqlAcyC0hwsaQjmjA8VhFOqBDk9QgfrnzlZffjQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@MatchCornerUpdate","UC1E24yhHwYuHYiJvFxK5jeQ","0","0","2024-08-04T09:29:08Z","2024-08-04T09:29:08Z","Ugy3UUe8nOo8P7lF3rJ4AaABAg",NA,"jNQXAC9IVRw"
"40","only 329 millions of views","@algérieFierdêtrealgérien-k7o","https://yt3.ggpht.com/ytc/AIdro_lg5FInNAMBFHooMx4oaaqXCTAUEfDySG0cXGXsn1rS9sJe90gEKMH_g7KL4VFPbHCDqQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@alg%C3%A9rieFierd%C3%AAtrealg%C3%A9rien-k7o","UCu7QQxP5twlKs4gBKL5aCMA","0","1","2024-08-04T09:26:08Z","2024-08-04T09:26:08Z","Ugzuc_QxR3CKd7q8JqF4AaABAg",NA,"jNQXAC9IVRw"
"41","Who watching in 2024","@haiderpro238","https://yt3.ggpht.com/5izKQzHNf92mhsoDF90ep3c-ocxnSOBjaYCY68V5-qsQa8xAVPH0voptk0l5QO_jCUM4Jox7Kw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@haiderpro238","UCaU2LhWpInO4B2bocMvQasA","0","3","2024-08-04T09:13:00Z","2024-08-04T09:13:00Z","Ugwg9ntACISU49CxftN4AaABAg",NA,"jNQXAC9IVRw"
"42","Whose watching this in August 2024🔥🔥🔥🔥👇👇👇👇👇","@Girish001","https://yt3.ggpht.com/jEzFMaQ0J-5EU2p88o69lZcGMRNzrgYLCwIPISRck1yuLF3tPcc3Xgh7go_2ICTprZr2dP-e=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Girish001","UCYUTvZokTM7y6Sj2-pnZLrA","0","2","2024-08-04T09:11:02Z","2024-08-04T09:11:02Z","Ugy6zo5SI1Vasj_ewd94AaABAg",NA,"jNQXAC9IVRw"
"43","After 19 year still YouTube recommended this video💀","@Rahidmodok","https://yt3.ggpht.com/ytc/AIdro_lkDhfR4IQoQOti0IosPsSAEqhLLgtyGqmMmRGIpKBIdhtOTK_iy1Z_GU0MKBc9sh8dlA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Rahidmodok","UC098ca3Vl7rNCyfIKSw99ZQ","0","5","2024-08-04T09:09:53Z","2024-08-04T09:09:53Z","UgxbSnP-LQRHcfVlbDl4AaABAg",NA,"jNQXAC9IVRw"
"44","2024 anyone?","@Duckluck10","https://yt3.ggpht.com/fUJexzX0Kq1txAXvonleWGcXdH1X3ZGjd4o436iWvYUbXtkt_St9ELAaXpKVbnXqd0_W0Xah=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Duckluck10","UCAGH7BpJCMpdFygmQ_v_bVA","0","2","2024-08-04T09:07:08Z","2024-08-04T09:07:08Z","UgzaHbZrNHvKe5h7YWx4AaABAg",NA,"jNQXAC9IVRw"
"45","Lol","@Croozy_theking","https://yt3.ggpht.com/FrJleM-jbNBiF-muuK11z_F3OsR0eC0wlOQRswh1F3wD9LsJrj_xn-N-3N1T0w7Zzg5SlcH4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Croozy_theking","UCxMimwDcdkdjI-Hf_aZJl3A","0","2","2024-08-04T09:04:23Z","2024-08-04T09:04:23Z","UgzVk77BQk9izGkLZA94AaABAg",NA,"jNQXAC9IVRw"
"46","2024?","@LSK-o7v","https://yt3.ggpht.com/fZ190KUmvRo0e--kTQL5INQ7banvk7PVS4KYRIinrNqx4jpYt9vTyd7ESkxVBTJq7HftiE1foF4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@LSK-o7v","UCw_3X46-M5JsiyPJkkp9nPQ","0","2","2024-08-04T09:00:55Z","2024-08-04T09:00:55Z","UgxGifatSoSJSV1IhBJ4AaABAg",NA,"jNQXAC9IVRw"
"47","HII","@sachinraut2285","https://yt3.ggpht.com/sk3aCOdj8d6X9oy6POXYXsGGjw0klgLALnOg4sWOYcoLMXc-3kOwUQ6T536GYRrTF9StvLTINNo=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@sachinraut2285","UCk09-8pd0SELd5Aq4aeDT-Q","0","1","2024-08-04T08:41:41Z","2024-08-04T08:41:41Z","Ugy42yvzcTl5oKQiwoN4AaABAg",NA,"jNQXAC9IVRw"
"48","Yep, anyone 2024 this this wow 19 years ago","@TomP5000","https://yt3.ggpht.com/YypLi5Lyg-GWiKltjO4oh-nT9jt6DPqvlzK2XNSJQXiv4lBAE2m6gqRA0-FP0Av4qCAQxgHxQr4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@TomP5000","UCbvqTDzfq9x4_S4HMYpwJ0w","0","2","2024-08-04T08:38:28Z","2024-08-04T08:38:28Z","UgzoDhH5Qx50u0dCKz14AaABAg",NA,"jNQXAC9IVRw"
"49","Wow i commented on youtube's first video😅","@069_Editz","https://yt3.ggpht.com/5HrcY30MGSdN2GhGgTv5FIMVH55xjwqtwfLKX9fu0TMjFBFMAGtYjnCAXAOudOTW6wPQeOed=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@069_Editz","UCCRl9lSyze9_0D17spC2jNg","0","2","2024-08-04T08:37:18Z","2024-08-04T08:37:18Z","UgwKe2-PhK--pyRCea14AaABAg",NA,"jNQXAC9IVRw"
"50","guys im in the vid, im the elephant","@nancyrea149","https://yt3.ggpht.com/ytc/AIdro_nGeYh4-7xWgW6DckTvLxzkztWhki3wHKZvfiwhyygVMpsmB4doNmyVapsBxqo15mDYCQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@nancyrea149","UCZuGcSZmlcb2_fBemQA0vYQ","0","1","2024-08-04T08:32:49Z","2024-08-04T08:32:49Z","UgxcckldK8PN4cXTeF54AaABAg",NA,"jNQXAC9IVRw"
"51","Hii","@user-op9we1vr2d","https://yt3.ggpht.com/ytc/AIdro_lPAu5LcUW1h_9K92DDPIFAt7oKeKn1gaScOAfzdeLy0FyHMrhcwYmEo-u21qNz3kJRkA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@user-op9we1vr2d","UCiqkUbBjB0eKMqMKtwiWHZQ","0","0","2024-08-04T08:30:38Z","2024-08-04T08:30:38Z","UgzqjP2A_GW-NJJ-x754AaABAg",NA,"jNQXAC9IVRw"
"52","who from 2024🥲","@_from_the_likee","https://yt3.ggpht.com/5xfBGDL1NKaS2UbDE7bBhRtEf0mEwVzIiXB-hOBPEZQWBuB9yx0SJNtx6Jp_L7JuI6wUQ7pJ7E0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@_from_the_likee","UCE3q9uz-PYDC1mynDnBbfLQ","0","3","2024-08-04T08:24:17Z","2024-08-04T08:24:17Z","UgxWgNrJWDRoxFD3TzV4AaABAg",NA,"jNQXAC9IVRw"
"53","Hola😅😅😅","@Rongitoff6","https://yt3.ggpht.com/ytc/AIdro_mC-F_LUNsLxxHq0iRkdThSk-g8rlByJUfRPLo8n2HtbmB0G7VDfzswGgLJModTHVY6_A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Rongitoff6","UC_7jGdt-abmsDfWDh67oc_w","0","2","2024-08-04T08:23:10Z","2024-08-04T08:23:10Z","UgwsFq3wphfLTl2Htfh4AaABAg",NA,"jNQXAC9IVRw"
"54","Hola","@Soulqueen-kh2qu","https://yt3.ggpht.com/V_M6zga4Ce69GBD42061M1qGRzKS-6OtxcdRxn2O-R-NANi_pS8Ilv6DIOWPcIqpI5j3A2VJPg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Soulqueen-kh2qu","UCpm-KDr3bIXL-65xVtr85HQ","1","3","2024-08-04T08:22:07Z","2024-08-04T08:22:07Z","UgxKc20lg62UfrcVROl4AaABAg",NA,"jNQXAC9IVRw"
