"","Comment","AuthorDisplayName","AuthorProfileImageUrl","AuthorChannelUrl","AuthorChannelID","ReplyCount","LikeCount","PublishedAt","UpdatedAt","CommentID","ParentID","VideoID"
"247","Me","@DashanLuke","https://yt3.ggpht.com/ytc/AIdro_lq_ys0z-F8TY71iMY238mtSI7xHTtIfK5xpj_ArOwQ_Y1a86jQgSV_wej4oKrByN5fYQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@DashanLuke","UCxkk8LBYL5SMq621qyVy-ww","0","0","2024-08-04T05:55:12Z","2024-08-04T05:55:12Z","Ugw3S7HKEZZ506XcTQp4AaABAg.A6hfPG9djJ9A6hfhSB1XON","Ugw3S7HKEZZ506XcTQp4AaABAg","jNQXAC9IVRw"
"248","me!","@bizmuth_iskewl","https://yt3.ggpht.com/XEJHQNfb4xXmAjMkRaXkPc-G5pmZDGu4kqjX_mMX79DyDDJbIKklC74EZKV5duAbfTOJjqOWfw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@bizmuth_iskewl","UCfLY9TJ1iFcHDj-DdRHAkSQ","0","0","2024-08-04T06:11:48Z","2024-08-04T06:11:48Z","Ugw3S7HKEZZ506XcTQp4AaABAg.A6hfPG9djJ9A6hhb1KZStL","Ugw3S7HKEZZ506XcTQp4AaABAg","jNQXAC9IVRw"
"249","Mee","@thegoodddoctor","https://yt3.ggpht.com/lB9hD322Qd4wuLgUB-fHODi2CMjVVlL8YiKUy0YmCeQoi2HlXEHlLWpBJaU1QiPIbRD-2IScoZQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@thegoodddoctor","UC0AIWEZU2h_7oKrfsQ7Jz1Q","0","0","2024-08-04T06:44:51Z","2024-08-04T06:44:51Z","Ugw3S7HKEZZ506XcTQp4AaABAg.A6hfPG9djJ9A6hlO4TNY1q","Ugw3S7HKEZZ506XcTQp4AaABAg","jNQXAC9IVRw"
"250","You are NOT first 😭🙏","@Reece4370","https://yt3.ggpht.com/xsmbkQnJGu3vGR9lnomfpbWBo8v9UUyvcnPyB1E4RbnQ0_rk1LOLPhzwI2P3voe7QhJeJGI4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Reece4370","UCG70g5OU8RrTXgR1nQRbvag","0","2","2024-08-04T04:43:54Z","2024-08-04T04:43:54Z","UgyvPe-J7THSYm1cBaN4AaABAg.A6hY0EUJa8rA6hYYB-fjiG","UgyvPe-J7THSYm1cBaN4AaABAg","jNQXAC9IVRw"
"251","@@Reece4370r/woooosh","@4ncient_Remain","https://yt3.ggpht.com/bbfd-hM-ui09OqrUXWsmFOO8w-4V3mj5R79lZEOMLlODok5m-ffsF1EFdIEv7pbLUVGcMAcLr1A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@4ncient_Remain","UCp9lvsEjmqzmcqum-jGurkA","0","0","2024-08-04T04:46:52Z","2024-08-04T04:46:52Z","UgyvPe-J7THSYm1cBaN4AaABAg.A6hY0EUJa8rA6hYt-50DfF","UgyvPe-J7THSYm1cBaN4AaABAg","jNQXAC9IVRw"
"252","@@4ncient_Remain Huh? Use english","@Reece4370","https://yt3.ggpht.com/xsmbkQnJGu3vGR9lnomfpbWBo8v9UUyvcnPyB1E4RbnQ0_rk1LOLPhzwI2P3voe7QhJeJGI4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Reece4370","UCG70g5OU8RrTXgR1nQRbvag","0","0","2024-08-04T04:49:11Z","2024-08-04T04:49:11Z","UgyvPe-J7THSYm1cBaN4AaABAg.A6hY0EUJa8rA6hZ8v_w_ND","UgyvPe-J7THSYm1cBaN4AaABAg","jNQXAC9IVRw"
"253","A bit off but pretty close 😂😂😅","@stlwiffleball","https://yt3.ggpht.com/kVJGWqENbyZ7g0zc8G3encCkgDRhvtnIECI-MUkqOdDThCWHolavyrEkiBAXEjtpk90J-aX3-g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@stlwiffleball","UC0v04MZBGF3MGiCXvM5a0aA","0","0","2024-08-04T04:50:11Z","2024-08-04T04:50:11Z","UgyvPe-J7THSYm1cBaN4AaABAg.A6hY0EUJa8rA6hZGERWGC_","UgyvPe-J7THSYm1cBaN4AaABAg","jNQXAC9IVRw"
"254","Да","@KolaNeodashai","https://yt3.ggpht.com/Nki2vbArZCa6FcGpaPM_pweEn6iqy_5Qhy8u0KNJmwHQ91egLauxfb2B47Pboq2zQGSLB9Bvz2c=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@KolaNeodashai","UCfxSeXwT6Lx19Ua6Tu02cWw","0","0","2024-08-04T04:33:10Z","2024-08-04T04:33:10Z","Ugys1tSd-Q1BCw6cjWF4AaABAg.A6hWqO6Tls2A6hXJazOWka","Ugys1tSd-Q1BCw6cjWF4AaABAg","jNQXAC9IVRw"
"255","1 min ago","@Shr00m_Star4life","https://yt3.ggpht.com/uWGHemGxGkNDzbI48G9KbFYdV3yWU0zIV6JVkzEzDXDswswRj1Qmvm9UxiSxk1Ri63Qxu7csVw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Shr00m_Star4life","UCHH8-NFX2ITCl5P6FJZwxTA","0","0","2024-08-04T04:24:54Z","2024-08-04T04:24:54Z","Ugx4Fr7XlLk87F_q5v54AaABAg.A6hW9tF3JN6A6hWN0UpTuH","Ugx4Fr7XlLk87F_q5v54AaABAg","jNQXAC9IVRw"
"256","Bro wtf I comment this since 4 minutes and I already have an answer","@dinosdeaxel6839","https://yt3.ggpht.com/lQAZzixMf9Zx_RLWenMWYSK5hHIXyu9ifOo0brOBAgqhadGR1V0MJp9Paqa629W8tSZNiaPTcg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@dinosdeaxel6839","UCX-0goUFuloSnqhroQI7aVg","0","0","2024-08-04T04:28:49Z","2024-08-04T04:28:49Z","Ugx4Fr7XlLk87F_q5v54AaABAg.A6hW9tF3JN6A6hWokpTwqK","Ugx4Fr7XlLk87F_q5v54AaABAg","jNQXAC9IVRw"
"257","6 min ago :0","@Jenesis-star","https://yt3.ggpht.com/JnOQlJ29dcslx1lOpddLK34FKiY5M1JyFXbTgRoNpd4kgRoe6lmSia80It7yBkgzkFYPtBYtxh0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Jenesis-star","UCBdZPqJG-hd8NCg1_-nlVmw","0","0","2024-08-04T04:30:31Z","2024-08-04T04:30:31Z","Ugx4Fr7XlLk87F_q5v54AaABAg.A6hW9tF3JN6A6hX0ALH81S","Ugx4Fr7XlLk87F_q5v54AaABAg","jNQXAC9IVRw"
"258","@@dinosdeaxel6839 2 mins ago","@Shr00m_Star4life","https://yt3.ggpht.com/uWGHemGxGkNDzbI48G9KbFYdV3yWU0zIV6JVkzEzDXDswswRj1Qmvm9UxiSxk1Ri63Qxu7csVw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Shr00m_Star4life","UCHH8-NFX2ITCl5P6FJZwxTA","0","0","2024-08-04T04:31:09Z","2024-08-04T04:31:09Z","Ugx4Fr7XlLk87F_q5v54AaABAg.A6hW9tF3JN6A6hX4pYShjB","Ugx4Fr7XlLk87F_q5v54AaABAg","jNQXAC9IVRw"
"259","@@Jenesis-star 46s ago","@Shr00m_Star4life","https://yt3.ggpht.com/uWGHemGxGkNDzbI48G9KbFYdV3yWU0zIV6JVkzEzDXDswswRj1Qmvm9UxiSxk1Ri63Qxu7csVw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Shr00m_Star4life","UCHH8-NFX2ITCl5P6FJZwxTA","0","0","2024-08-04T04:31:31Z","2024-08-04T04:31:31Z","Ugx4Fr7XlLk87F_q5v54AaABAg.A6hW9tF3JN6A6hX7Wy9R2t","Ugx4Fr7XlLk87F_q5v54AaABAg","jNQXAC9IVRw"
"260","I was born in 2004","@User_1713","https://yt3.ggpht.com/0sFPLU8a8p-SXtYleowFRuxHETAl8lvKgE__f5A1vl4hFxYx6RJdPq3VqKLZ6LxbIUES8N35=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@User_1713","UCOeKVhCBQmlXMS3tufwlsjQ","0","0","2024-08-04T03:27:07Z","2024-08-04T03:27:07Z","Ugx-vVJFJptzy1mzQgh4AaABAg.A6hP5EpNO4jA6hPksv8h5M","Ugx-vVJFJptzy1mzQgh4AaABAg","jNQXAC9IVRw"
"261","Me","@The3amClan","https://yt3.ggpht.com/-TfYUNhZI39q9_ewCb4qSbkmDHuFH7M2iS4_k6Q2PLJyNcU8x5p51j__42nfga1OwZC0SuhuL8o=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@The3amClan","UCqb-vQDoeZiJjL85u9fuseg","0","0","2024-08-04T03:19:35Z","2024-08-04T03:19:35Z","UgywM5uqTQ-AnJXPfdh4AaABAg.A6hOfuf-O_GA6hOtiMT6Q4","UgywM5uqTQ-AnJXPfdh4AaABAg","jNQXAC9IVRw"
"262","It came up in watching thing","@The3amClan","https://yt3.ggpht.com/-TfYUNhZI39q9_ewCb4qSbkmDHuFH7M2iS4_k6Q2PLJyNcU8x5p51j__42nfga1OwZC0SuhuL8o=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@The3amClan","UCqb-vQDoeZiJjL85u9fuseg","0","0","2024-08-04T03:19:44Z","2024-08-04T03:19:44Z","UgywM5uqTQ-AnJXPfdh4AaABAg.A6hOfuf-O_GA6hOunishr3","UgywM5uqTQ-AnJXPfdh4AaABAg","jNQXAC9IVRw"
"263","¿No soy el unico que mira esto en 2024?","@Fansdekylie","https://yt3.ggpht.com/WtEflObDufh5JpE6_RUY7YoKMET4zbY76Uviz-yD52TT18obW3WsrnpgfQItWZhIwYmj4_oHAg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Fansdekylie","UCGv-tsFgOBdWxAN8uY4WXbw","0","1","2024-08-04T02:43:04Z","2024-08-04T02:43:04Z","UgwxTimvoRUtIpZURhR4AaABAg.A6hKBNoc8VJA6hKiCVHe8s","UgwxTimvoRUtIpZURhR4AaABAg","jNQXAC9IVRw"
"264","​@@Fansdekylieno","@ajolote29369","https://yt3.ggpht.com/ogRzdlfeLh8iqAHU1Q_Ok7HZcZEq0qZkgwcd8waHtBjgAHzPreECkOuhb8Ru7VmlkxviafoVSg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ajolote29369","UCI_yR3K9SjOvju8q0RQqR8A","0","1","2024-08-04T02:58:01Z","2024-08-04T02:58:01Z","UgwxTimvoRUtIpZURhR4AaABAg.A6hKBNoc8VJA6hMQbpat3h","UgwxTimvoRUtIpZURhR4AaABAg","jNQXAC9IVRw"
"265","🎉🎉🎉","@Appl3-lf9xq","https://yt3.ggpht.com/yM0BTZzj8zzwBlhSUlWMZjlp1gYZTKh_2y1hVVYH4dCAkdzShSa2DWu38olf4pr6Goc5hkW5=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Appl3-lf9xq","UCU_ftrTETCFfiE5MIK5OqHg","0","0","2024-08-04T01:49:39Z","2024-08-04T01:49:39Z","UgzpUWtFSBXY9OOIAmt4AaABAg.A6hD_7eyjPIA6hEazSMd8w","UgzpUWtFSBXY9OOIAmt4AaABAg","jNQXAC9IVRw"
"266","I'm still in 2024 what you mean?","@Laylaisherewithyou","https://yt3.ggpht.com/6IBY7Y8zzU5e_r4rolnbsYu4KORoTrN7cGN2ql6XMDsiLJ9Qi92uGuErKixM0i4q7bCWLVtQ1w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Laylaisherewithyou","UCGItdEaL2XkCfxwQpGISorA","0","2","2024-08-04T01:15:53Z","2024-08-04T01:15:53Z","UgyYjz2YROipZ54VeaV4AaABAg.A6hAYmogVKjA6hAjdjF_Im","UgyYjz2YROipZ54VeaV4AaABAg","jNQXAC9IVRw"
"267","Nah bro is a time traveler","@AmirHajaj09","https://yt3.ggpht.com/5CoRUm7c32CDAg-O1cerUXKCzemHtJa1wvNNeUK-4-4Ovq8ko12HLB1yFXys-MNfmCqPQbMp1-k=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@AmirHajaj09","UCgRANE3WB2c8O_Y-k1XEz7A","0","4","2024-08-04T01:27:30Z","2024-08-04T01:27:30Z","UgyYjz2YROipZ54VeaV4AaABAg.A6hAYmogVKjA6hC3jmJ7Sm","UgyYjz2YROipZ54VeaV4AaABAg","jNQXAC9IVRw"
"268","@@AmirHajaj09 fr","@Laylaisherewithyou","https://yt3.ggpht.com/6IBY7Y8zzU5e_r4rolnbsYu4KORoTrN7cGN2ql6XMDsiLJ9Qi92uGuErKixM0i4q7bCWLVtQ1w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Laylaisherewithyou","UCGItdEaL2XkCfxwQpGISorA","0","1","2024-08-04T01:53:06Z","2024-08-04T01:53:06Z","UgyYjz2YROipZ54VeaV4AaABAg.A6hAYmogVKjA6hF-ApnEF0","UgyYjz2YROipZ54VeaV4AaABAg","jNQXAC9IVRw"
"269","@@Laylaisherewithyou I   am a space monkey from planet Monkeyland","@benjaminbrown7127","https://yt3.ggpht.com/ZnZVxzb-KDXMr5JaS7Y35e2nhp-uv03PFodMlASYck7UyUaAYNFz0Y_SsRbDu_HtQXc0UIOt=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@benjaminbrown7127","UCKUZeDdfVaoZMtahSp18zeg","0","1","2024-08-04T01:55:44Z","2024-08-04T01:55:44Z","UgyYjz2YROipZ54VeaV4AaABAg.A6hAYmogVKjA6hFIVVGW8C","UgyYjz2YROipZ54VeaV4AaABAg","jNQXAC9IVRw"
"270","in 4 months","@ajolote29369","https://yt3.ggpht.com/ogRzdlfeLh8iqAHU1Q_Ok7HZcZEq0qZkgwcd8waHtBjgAHzPreECkOuhb8Ru7VmlkxviafoVSg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@ajolote29369","UCI_yR3K9SjOvju8q0RQqR8A","0","2","2024-08-04T02:58:38Z","2024-08-04T02:58:38Z","UgyYjz2YROipZ54VeaV4AaABAg.A6hAYmogVKjA6hMVFnS5TD","UgyYjz2YROipZ54VeaV4AaABAg","jNQXAC9IVRw"
"271","im a space monkey","@benjaminbrown7127","https://yt3.ggpht.com/ZnZVxzb-KDXMr5JaS7Y35e2nhp-uv03PFodMlASYck7UyUaAYNFz0Y_SsRbDu_HtQXc0UIOt=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@benjaminbrown7127","UCKUZeDdfVaoZMtahSp18zeg","0","1","2024-08-04T03:12:26Z","2024-08-04T03:12:26Z","UgyYjz2YROipZ54VeaV4AaABAg.A6hAYmogVKjA6hO4Gez988","UgyYjz2YROipZ54VeaV4AaABAg","jNQXAC9IVRw"
"272","🤔","@Ikersworld5u","https://yt3.ggpht.com/64SM70XLRyOYocrjRtljr0Swal9ApX4b9pBvo_ocUw7d7NOZdvW2nyR8V1ks_sCqcLCie7InTw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Ikersworld5u","UCrT6whJ6dpQrR8g6hP8Fd3w","0","0","2024-08-04T00:21:41Z","2024-08-04T00:21:41Z","UgweRVjj3WDSWVW3N3t4AaABAg.A6h46kZIk_TA6h4XfJCP9q","UgweRVjj3WDSWVW3N3t4AaABAg","jNQXAC9IVRw"
"273","bruh, you don't know what this is?","@polrogi","https://yt3.ggpht.com/ux4Q9bdgWrP_Tg0hqp1tzHWxWMp2PmeMPnswo2tsVt_-cj__g_FmFQofkBSMDDyhgWdDCkN2qA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@polrogi","UCxWZCNKhsANdn5UvAmj7RPQ","0","0","2024-08-04T00:19:40Z","2024-08-04T00:19:40Z","UgyTWdHIkBD5IEIqkpN4AaABAg.A6h3nvAbHi4A6h4Itf6uYL","UgyTWdHIkBD5IEIqkpN4AaABAg","jNQXAC9IVRw"
"274","@@polrogi no","@Juicewrld999Legend","https://yt3.ggpht.com/pNyTCc8zyBEUQQMyjlX86uLXZ_tKvP--eOzpbis-6XaGcHOMdSpZz6dYLoLK7ZVIyU7u05XO6w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@Juicewrld999Legend","UCMB-xrB9LUkB5AQAi0klBNw","0","0","2024-08-04T00:25:44Z","2024-08-04T00:25:44Z","UgyTWdHIkBD5IEIqkpN4AaABAg.A6h3nvAbHi4A6h5-ObBFno","UgyTWdHIkBD5IEIqkpN4AaABAg","jNQXAC9IVRw"
"275","@@Juicewrld999Legend its the first youtube video.","@TheBeast0253","https://yt3.ggpht.com/RXTbizofF7bKEqcqjYsBLRaCyj8A7iv6rskw4YN1E39m91wbRx_w_cHqRruwZxnU-KG1jYGRpeY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@TheBeast0253","UCJi2cKIVN-RImkipytbP5TQ","0","0","2024-08-04T00:49:02Z","2024-08-04T00:49:02Z","UgyTWdHIkBD5IEIqkpN4AaABAg.A6h3nvAbHi4A6h7f-8y-yX","UgyTWdHIkBD5IEIqkpN4AaABAg","jNQXAC9IVRw"
"276","Me I didn't lik","@HeidenManuel-fz6zb","https://yt3.ggpht.com/1BPRc5WQnwiK9u5Z4Gf7psAv_k9YeS6K1POiGalIyyTsm1JsVeZ8w19R5D6ANXnwHXGtDVqVAw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@HeidenManuel-fz6zb","UCYfxSqzKV5Wh0BHLjjcQJPw","0","0","2024-08-03T23:41:36Z","2024-08-03T23:41:36Z","UgyuolWNNG96PJsGM3V4AaABAg.A6h-ZWFe0yMA6h-x80MgkE","UgyuolWNNG96PJsGM3V4AaABAg","jNQXAC9IVRw"
"277","Ok","@MillionaireMindSet728","https://yt3.ggpht.com/yQc9rJxiareUuMbN4T9GI86t5p2ExccK2eu63ILrUFfrsmKDQDD5s-RtEggS6TuOEVlzQsWFWw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@MillionaireMindSet728","UCKLtdzjaHGk_lwWEyK6icig","0","0","2024-08-03T23:33:20Z","2024-08-03T23:33:20Z","UgyILVCpfEgjmhpnyDd4AaABAg.A6gzSnN8bAJA6h--b41Y7F","UgyILVCpfEgjmhpnyDd4AaABAg","jNQXAC9IVRw"
"278","19 años    23/4/2005","@MonacaMonaca145","https://yt3.ggpht.com/mHbAp9v0HwhwrKvL_l1awdmrYF91xrJv65oTNkq4PbB0Y0wIlBHvuliWS-vabwpBYpEhCSFwiw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@MonacaMonaca145","UCAlw7FUKUYelRKAuMZat5mw","0","0","2024-08-04T03:48:32Z","2024-08-04T03:48:32Z","UgzCMmWbIGF8r6gZEwp4AaABAg.A6gxS6qpOdsA6hSCjlystP","UgzCMmWbIGF8r6gZEwp4AaABAg","jNQXAC9IVRw"
"279","Real","@LolllLol-fe2wp","https://yt3.ggpht.com/ytc/AIdro_lg5FInNAMBFHooMx4oaaqXCTAUEfDySG0cXGXsn1rS9sJe90gEKMH_g7KL4VFPbHCDqQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/@LolllLol-fe2wp","UCSCioV9HS_Dv3DFC7TnYdSw","0","0","2024-08-03T23:15:38Z","2024-08-03T23:15:38Z","UgyZttgmhymPl5muEOl4AaABAg.A6gwtzs8f18A6gxyvFSqoC","UgyZttgmhymPl5muEOl4AaABAg","jNQXAC9IVRw"
